MATR_ALUNO,ANO,PERIODO,n_disciplinas_anteriores,taxa_aprovacao_historica,n_reprovacoes_historico,disciplina_ja_cursada,n_vezes_disciplina,MEDIA_FINAL_PRED,NUM_FALTAS_PRED,disc_1,disc_2,disc_3,disc_4,disc_5,TARGET
403,2015,1,0,0.5,0,False,0,70.73343627536194,8.865784029595186,0,0,0,1,0,REPROVADO
403,2015,1,0,0.5,0,False,0,64.44606676826953,4.635873013252169,0,0,0,0,1,REPROVADO
404,2015,1,0,0.5,0,False,0,72.80931992415687,14.329988708449491,1,0,0,0,0,REPROVADO
404,2015,2,0,0.5,0,False,0,55.90648725433698,16.427842099289904,1,0,0,0,0,REPROVADO
404,2016,1,0,0.5,0,False,0,52.91036917446543,10.668089724755982,1,0,0,0,0,APROVADO
404,2015,1,0,0.5,0,False,0,40.207075718891694,20.97951869461151,0,1,0,0,0,REPROVADO
404,2016,1,0,0.5,0,False,0,36.96464602392806,17.302034410229172,0,1,0,0,0,REPROVADO
404,2016,2,5,0.0,5,True,1,26.40218253968254,31.601142857142857,0,1,0,0,0,REPROVADO
404,2017,1,6,0.0,6,True,2,43.26470634920636,22.240978835978837,0,1,0,0,0,APROVADO
404,2015,1,6,0.0,6,True,1,21.914014550264554,34.23292063492064,0,0,1,0,0,REPROVADO
404,2016,1,6,0.0,6,True,1,46.58019576719577,13.364523809523808,0,0,1,0,0,APROVADO
404,2015,1,6,0.0,6,True,1,8.638674603174604,34.628587301587295,0,0,0,1,0,REPROVADO
404,2016,1,10,0.2,8,True,2,22.03003463836359,13.808185185185184,0,0,0,1,0,REPROVADO
404,2015,1,10,0.2,8,True,1,9.924798863245458,40.95277777777778,0,0,0,0,1,REPROVADO
404,2016,2,12,0.25,9,True,3,48.26555555555555,13.283999999999999,0,0,0,0,1,APROVADO
405,2015,1,0,0.5,0,False,0,72.80931992415687,14.329988708449491,1,0,0,0,0,APROVADO
405,2015,1,0,0.5,0,False,0,40.207075718891694,20.97951869461151,0,1,0,0,0,APROVADO
405,2015,1,0,0.5,0,False,0,68.95697976694667,10.499892882987615,0,0,1,0,0,APROVADO
405,2015,1,0,0.5,0,False,0,70.73343627536194,8.865784029595186,0,0,0,1,0,APROVADO
405,2015,1,0,0.5,0,False,0,64.44606676826953,4.635873013252169,0,0,0,0,1,APROVADO
406,2015,1,0,0.5,0,False,0,72.80931992415687,14.329988708449491,1,0,0,0,0,APROVADO
406,2015,1,0,0.5,0,False,0,40.207075718891694,20.97951869461151,0,1,0,0,0,REPROVADO
406,2016,2,0,0.5,0,False,0,40.3106006321558,9.758643094521108,0,1,0,0,0,APROVADO
406,2015,1,0,0.5,0,False,0,68.95697976694667,10.499892882987615,0,0,1,0,0,APROVADO
406,2015,1,0,0.5,0,False,0,70.73343627536194,8.865784029595186,0,0,0,1,0,REPROVADO
406,2017,2,5,0.6,2,True,1,27.838371535871545,19.503205507455505,0,0,0,1,0,REPROVADO
406,2015,1,6,0.6666666666666666,2,True,1,64.06922222222221,0.26666666666666666,0,0,0,0,1,APROVADO
407,2015,1,0,0.5,0,False,0,72.80931992415687,14.329988708449491,1,0,0,0,0,APROVADO
407,2015,1,0,0.5,0,False,0,40.207075718891694,20.97951869461151,0,1,0,0,0,APROVADO
407,2015,1,0,0.5,0,False,0,68.95697976694667,10.499892882987615,0,0,1,0,0,APROVADO
407,2015,1,0,0.5,0,False,0,70.73343627536194,8.865784029595186,0,0,0,1,0,APROVADO
407,2015,1,0,0.5,0,False,0,64.44606676826953,4.635873013252169,0,0,0,0,1,APROVADO
408,2015,1,0,0.5,0,False,0,72.80931992415687,14.329988708449491,1,0,0,0,0,APROVADO
408,2015,1,0,0.5,0,False,0,40.207075718891694,20.97951869461151,0,1,0,0,0,APROVADO
408,2015,1,0,0.5,0,False,0,68.95697976694667,10.499892882987615,0,0,1,0,0,APROVADO
408,2015,1,0,0.5,0,False,0,70.73343627536194,8.865784029595186,0,0,0,1,0,APROVADO
408,2015,1,0,0.5,0,False,0,64.44606676826953,4.635873013252169,0,0,0,0,1,APROVADO
409,2015,1,0,0.5,0,False,0,72.80931992415687,14.329988708449491,1,0,0,0,0,APROVADO
409,2015,1,0,0.5,0,False,0,40.207075718891694,20.97951869461151,0,1,0,0,0,APROVADO
409,2015,1,0,0.5,0,False,0,68.95697976694667,10.499892882987615,0,0,1,0,0,APROVADO
409,2015,1,0,0.5,0,False,0,70.73343627536194,8.865784029595186,0,0,0,1,0,APROVADO
409,2015,1,0,0.5,0,False,0,64.44606676826953,4.635873013252169,0,0,0,0,1,APROVADO
410,2015,1,0,0.5,0,False,0,72.80931992415687,14.329988708449491,1,0,0,0,0,APROVADO
410,2015,1,0,0.5,0,False,0,40.207075718891694,20.97951869461151,0,1,0,0,0,APROVADO
410,2015,1,0,0.5,0,False,0,68.95697976694667,10.499892882987615,0,0,1,0,0,APROVADO
410,2015,1,0,0.5,0,False,0,70.73343627536194,8.865784029595186,0,0,0,1,0,APROVADO
410,2015,1,0,0.5,0,False,0,64.44606676826953,4.635873013252169,0,0,0,0,1,APROVADO
411,2015,1,0,0.5,0,False,0,72.80931992415687,14.329988708449491,1,0,0,0,0,APROVADO
411,2015,1,0,0.5,0,False,0,40.207075718891694,20.97951869461151,0,1,0,0,0,APROVADO
411,2015,1,0,0.5,0,False,0,68.95697976694667,10.499892882987615,0,0,1,0,0,APROVADO
411,2015,1,0,0.5,0,False,0,70.73343627536194,8.865784029595186,0,0,0,1,0,APROVADO
411,2015,1,0,0.5,0,False,0,64.44606676826953,4.635873013252169,0,0,0,0,1,APROVADO
412,2015,1,0,0.5,0,False,0,72.80931992415687,14.329988708449491,1,0,0,0,0,APROVADO
412,2015,1,0,0.5,0,False,0,40.207075718891694,20.97951869461151,0,1,0,0,0,APROVADO
412,2015,1,0,0.5,0,False,0,68.95697976694667,10.499892882987615,0,0,1,0,0,APROVADO
412,2015,1,0,0.5,0,False,0,70.73343627536194,8.865784029595186,0,0,0,1,0,APROVADO
412,2015,1,0,0.5,0,False,0,64.44606676826953,4.635873013252169,0,0,0,0,1,APROVADO
413,2015,1,0,0.5,0,False,0,72.80931992415687,14.329988708449491,1,0,0,0,0,APROVADO
413,2015,1,2,1.0,0,False,0,66.10396037750965,7.760216180622455,0,0,1,0,0,APROVADO
414,2015,1,0,0.5,0,False,0,72.80931992415687,14.329988708449491,1,0,0,0,0,APROVADO
414,2015,1,0,0.5,0,False,0,40.207075718891694,20.97951869461151,0,1,0,0,0,REPROVADO
414,2015,2,0,0.5,0,False,0,50.2693036540807,8.522638767596202,0,1,0,0,0,REPROVADO
414,2016,1,0,0.5,0,False,0,36.96464602392806,17.302034410229172,0,1,0,0,0,REPROVADO
414,2015,1,0,0.5,0,False,0,68.95697976694667,10.499892882987615,0,0,1,0,0,APROVADO
414,2015,1,5,0.8,1,True,1,76.71502653032539,15.698846952378423,0,0,0,1,0,APROVADO
414,2015,1,6,0.6666666666666666,2,True,2,63.17122222222222,1.6633333333333333,0,0,0,0,1,APROVADO
416,2015,1,0,0.5,0,False,0,72.80931992415687,14.329988708449491,1,0,0,0,0,APROVADO
416,2015,1,0,0.5,0,False,0,40.207075718891694,20.97951869461151,0,1,0,0,0,REPROVADO
416,2015,2,0,0.5,0,False,0,50.2693036540807,8.522638767596202,0,1,0,0,0,APROVADO
416,2015,1,0,0.5,0,False,0,68.95697976694667,10.499892882987615,0,0,1,0,0,APROVADO
416,2015,1,0,0.5,0,False,0,70.73343627536194,8.865784029595186,0,0,0,1,0,REPROVADO
416,2015,2,5,0.6,2,True,1,38.44713772175536,3.6273635676492835,0,0,0,1,0,APROVADO
416,2015,1,5,0.6,2,True,1,67.39623148148148,0.0,0,0,0,0,1,APROVADO
417,2015,1,0,0.5,0,False,0,72.80931992415687,14.329988708449491,1,0,0,0,0,APROVADO
417,2015,1,0,0.5,0,False,0,40.207075718891694,20.97951869461151,0,1,0,0,0,APROVADO
417,2015,1,0,0.5,0,False,0,68.95697976694667,10.499892882987615,0,0,1,0,0,APROVADO
417,2015,1,0,0.5,0,False,0,70.73343627536194,8.865784029595186,0,0,0,1,0,APROVADO
418,2015,1,0,0.5,0,False,0,72.80931992415687,14.329988708449491,1,0,0,0,0,APROVADO
418,2015,1,0,0.5,0,False,0,40.207075718891694,20.97951869461151,0,1,0,0,0,APROVADO
418,2015,1,0,0.5,0,False,0,68.95697976694667,10.499892882987615,0,0,1,0,0,APROVADO
418,2015,1,0,0.5,0,False,0,70.73343627536194,8.865784029595186,0,0,0,1,0,APROVADO
418,2015,1,0,0.5,0,False,0,64.44606676826953,4.635873013252169,0,0,0,0,1,REPROVADO
418,2016,1,5,0.8,1,True,1,64.94969444444438,0.0,0,0,0,0,1,REPROVADO
419,2015,1,0,0.5,0,False,0,72.80931992415687,14.329988708449491,1,0,0,0,0,APROVADO
419,2015,1,0,0.5,0,False,0,40.207075718891694,20.97951869461151,0,1,0,0,0,APROVADO
419,2015,1,0,0.5,0,False,0,68.95697976694667,10.499892882987615,0,0,1,0,0,APROVADO
419,2015,1,0,0.5,0,False,0,70.73343627536194,8.865784029595186,0,0,0,1,0,APROVADO
419,2015,1,0,0.5,0,False,0,64.44606676826953,4.635873013252169,0,0,0,0,1,APROVADO
420,2015,1,0,0.5,0,False,0,72.80931992415687,14.329988708449491,1,0,0,0,0,APROVADO
420,2015,1,0,0.5,0,False,0,40.207075718891694,20.97951869461151,0,1,0,0,0,APROVADO
420,2015,1,0,0.5,0,False,0,68.95697976694667,10.499892882987615,0,0,1,0,0,APROVADO
420,2015,1,0,0.5,0,False,0,70.73343627536194,8.865784029595186,0,0,0,1,0,APROVADO
420,2015,1,0,0.5,0,False,0,64.44606676826953,4.635873013252169,0,0,0,0,1,APROVADO
421,2015,1,0,0.5,0,False,0,72.80931992415687,14.329988708449491,1,0,0,0,0,APROVADO
421,2015,1,0,0.5,0,False,0,40.207075718891694,20.97951869461151,0,1,0,0,0,REPROVADO
421,2016,1,0,0.5,0,False,0,36.96464602392806,17.302034410229172,0,1,0,0,0,APROVADO
421,2015,1,0,0.5,0,False,0,68.95697976694667,10.499892882987615,0,0,1,0,0,APROVADO
421,2015,1,0,0.5,0,False,0,70.73343627536194,8.865784029595186,0,0,0,1,0,REPROVADO
421,2015,2,5,0.4,3,True,1,30.16915094046212,6.805122037603098,0,0,0,1,0,APROVADO
421,2015,1,5,0.4,3,True,1,33.03182877770968,6.614426408014646,0,0,0,0,1,REPROVADO
421,2015,2,7,0.5714285714285714,3,True,1,60.57308730158729,0.2875832053251408,0,0,0,0,1,APROVADO
422,2015,1,0,0.5,0,False,0,72.80931992415687,14.329988708449491,1,0,0,0,0,APROVADO
422,2015,1,0,0.5,0,False,0,40.207075718891694,20.97951869461151,0,1,0,0,0,APROVADO
422,2015,1,0,0.5,0,False,0,68.95697976694667,10.499892882987615,0,0,1,0,0,APROVADO
422,2015,1,0,0.5,0,False,0,70.73343627536194,8.865784029595186,0,0,0,1,0,APROVADO
422,2015,1,0,0.5,0,False,0,64.44606676826953,4.635873013252169,0,0,0,0,1,REPROVADO
422,2016,2,5,0.8,1,True,1,47.77453174603175,4.583333333333333,0,0,0,0,1,REPROVADO
422,2017,2,6,0.6666666666666666,2,True,2,51.39944444444445,7.443333333333333,0,0,0,0,1,REPROVADO
423,2015,1,0,0.5,0,False,0,72.80931992415687,14.329988708449491,1,0,0,0,0,APROVADO
423,2015,1,0,0.5,0,False,0,40.207075718891694,20.97951869461151,0,1,0,0,0,APROVADO
423,2015,1,0,0.5,0,False,0,68.95697976694667,10.499892882987615,0,0,1,0,0,APROVADO
423,2015,1,0,0.5,0,False,0,70.73343627536194,8.865784029595186,0,0,0,1,0,APROVADO
423,2015,1,0,0.5,0,False,0,64.44606676826953,4.635873013252169,0,0,0,0,1,APROVADO
424,2015,1,0,0.5,0,False,0,72.80931992415687,14.329988708449491,1,0,0,0,0,APROVADO
424,2015,1,0,0.5,0,False,0,40.207075718891694,20.97951869461151,0,1,0,0,0,APROVADO
424,2015,1,0,0.5,0,False,0,68.95697976694667,10.499892882987615,0,0,1,0,0,APROVADO
424,2015,1,0,0.5,0,False,0,70.73343627536194,8.865784029595186,0,0,0,1,0,APROVADO
424,2015,1,0,0.5,0,False,0,64.44606676826953,4.635873013252169,0,0,0,0,1,APROVADO
425,2016,1,3,0.0,0,False,0,40.40111111111111,22.07022222222222,0,0,0,1,0,REPROVADO
426,2015,1,0,0.5,0,False,0,40.207075718891694,20.97951869461151,0,1,0,0,0,APROVADO
426,2015,1,0,0.5,0,False,0,68.95697976694667,10.499892882987615,0,0,1,0,0,APROVADO
427,2015,2,0,0.5,0,False,0,55.90648725433698,16.427842099289904,1,0,0,0,0,APROVADO
427,2015,1,0,0.5,0,False,0,40.207075718891694,20.97951869461151,0,1,0,0,0,APROVADO
427,2016,2,2,0.5,0,False,0,65.19278890097833,4.955198746332258,0,0,1,0,0,APROVADO
428,2015,1,0,0.5,0,False,0,68.95697976694667,10.499892882987615,0,0,1,0,0,REPROVADO
429,2016,2,0,0.5,0,False,0,72.11937950143795,9.497644832602276,1,0,0,0,0,APROVADO
429,2016,1,0,0.5,0,False,0,36.96464602392806,17.302034410229172,0,1,0,0,0,APROVADO
429,2016,1,0,0.5,0,False,0,53.45511648292449,8.317887754293466,0,0,1,0,0,APROVADO
429,2016,1,3,1.0,0,False,0,62.22350264550264,6.428246031746031,0,0,0,1,0,APROVADO
429,2016,2,3,1.0,0,False,0,66.3793912907268,1.24,0,0,0,0,1,APROVADO
430,2016,1,0,0.5,0,False,0,52.91036917446543,10.668089724755982,1,0,0,0,0,APROVADO
430,2016,1,1,0.0,0,False,0,63.247777777777785,10.642666666666667,0,0,1,0,0,APROVADO
430,2016,1,1,0.0,0,False,0,73.929,9.444666666666667,0,0,0,1,0,APROVADO
430,2016,2,4,0.75,0,False,0,59.7586785991786,5.731283997469955,0,0,0,0,1,APROVADO
432,2015,2,0,0.5,0,False,0,55.90648725433698,16.427842099289904,1,0,0,0,0,APROVADO
432,2016,1,1,1.0,0,False,0,68.33668657477503,9.118270058405244,0,1,0,0,0,APROVADO
432,2016,1,1,1.0,0,False,0,55.10516349444555,7.1453462272949,0,0,1,0,0,APROVADO
432,2016,1,1,1.0,0,False,0,58.816075618338786,2.0897609301030355,0,0,0,1,0,APROVADO
432,2016,2,4,1.0,0,False,0,68.1001111111111,2.818888888888889,0,0,0,0,1,APROVADO
433,2015,1,0,0.5,0,False,0,40.207075718891694,20.97951869461151,0,1,0,0,0,APROVADO
433,2015,1,0,0.5,0,False,0,68.95697976694667,10.499892882987615,0,0,1,0,0,APROVADO
433,2016,1,3,0.6666666666666666,0,False,0,23.74048451727174,28.169028483638346,0,0,0,1,0,REPROVADO
435,2016,1,0,0.5,0,False,0,52.91036917446543,10.668089724755982,1,0,0,0,0,REPROVADO
435,2016,1,0,0.5,0,False,0,36.96464602392806,17.302034410229172,0,1,0,0,0,REPROVADO
435,2016,1,0,0.5,0,False,0,59.76447384281416,6.883869117424191,0,0,0,1,0,REPROVADO
436,2016,1,0,0.5,0,False,0,52.91036917446543,10.668089724755982,1,0,0,0,0,REPROVADO
436,2015,1,0,0.5,0,False,0,40.207075718891694,20.97951869461151,0,1,0,0,0,REPROVADO
436,2016,1,2,0.0,1,False,0,20.855349206349207,28.821661375661375,0,1,0,0,0,REPROVADO
436,2016,1,2,0.0,1,False,0,17.988444444444447,14.696777777777775,0,0,0,1,0,REPROVADO
437,2015,1,0,0.5,0,False,0,72.80931992415687,14.329988708449491,1,0,0,0,0,APROVADO
437,2015,1,0,0.5,0,False,0,40.207075718891694,20.97951869461151,0,1,0,0,0,REPROVADO
437,2015,2,0,0.5,0,False,0,50.2693036540807,8.522638767596202,0,1,0,0,0,APROVADO
437,2015,1,0,0.5,0,False,0,68.95697976694667,10.499892882987615,0,0,1,0,0,APROVADO
437,2015,1,0,0.5,0,False,0,70.73343627536194,8.865784029595186,0,0,0,1,0,REPROVADO
437,2016,1,5,0.4,3,True,1,53.42421797397003,10.770671151300489,0,0,0,1,0,APROVADO
437,2015,1,6,0.5,3,True,1,36.595588188289945,9.388752220006515,0,0,0,0,1,REPROVADO
437,2016,1,6,0.5,3,True,1,26.09672006414065,16.976231424654515,0,0,0,0,1,REPROVADO
437,2016,2,8,0.5,4,True,2,59.104293650793664,13.2663875609093,0,0,0,0,1,APROVADO
438,2015,1,0,0.5,0,False,0,72.80931992415687,14.329988708449491,1,0,0,0,0,APROVADO
438,2015,1,0,0.5,0,False,0,40.207075718891694,20.97951869461151,0,1,0,0,0,APROVADO
438,2015,1,0,0.5,0,False,0,68.95697976694667,10.499892882987615,0,0,1,0,0,APROVADO
438,2015,1,0,0.5,0,False,0,70.73343627536194,8.865784029595186,0,0,0,1,0,APROVADO
438,2015,1,0,0.5,0,False,0,64.44606676826953,4.635873013252169,0,0,0,0,1,APROVADO
439,2015,1,0,0.5,0,False,0,72.80931992415687,14.329988708449491,1,0,0,0,0,APROVADO
439,2015,1,0,0.5,0,False,0,40.207075718891694,20.97951869461151,0,1,0,0,0,REPROVADO
439,2016,1,0,0.5,0,False,0,36.96464602392806,17.302034410229172,0,1,0,0,0,REPROVADO
439,2016,2,0,0.5,0,False,0,40.3106006321558,9.758643094521108,0,1,0,0,0,REPROVADO
439,2017,1,0,0.5,0,False,0,53.31438686988255,10.479471944485686,0,1,0,0,0,REPROVADO
439,2017,2,5,0.4,3,True,1,8.800054988662131,23.13339753524993,0,1,0,0,0,REPROVADO
439,2015,1,5,0.4,3,True,1,63.10072089947089,11.626371962609163,0,0,1,0,0,APROVADO
439,2015,1,7,0.2857142857142857,5,True,2,13.883924763642153,28.431603174603175,0,0,0,1,0,REPROVADO
439,2016,1,7,0.2857142857142857,5,True,1,26.1806918433308,25.316161030595815,0,0,0,1,0,REPROVADO
439,2017,1,9,0.2222222222222222,7,True,3,4.275444444444444,34.26222222222222,0,0,0,1,0,REPROVADO
439,2015,1,9,0.2222222222222222,7,True,2,10.475178337257288,29.148333333333333,0,0,0,0,1,REPROVADO
439,2016,2,11,0.18181818181818182,9,True,4,6.654507936507938,23.48152380952381,0,0,0,0,1,REPROVADO
439,2017,2,11,0.18181818181818182,9,True,2,9.945277777777777,7.2929047619047624,0,0,0,0,1,REPROVADO
440,2015,1,0,0.5,0,False,0,72.80931992415687,14.329988708449491,1,0,0,0,0,REPROVADO
440,2015,1,0,0.5,0,False,0,40.207075718891694,20.97951869461151,0,1,0,0,0,REPROVADO
440,2015,1,0,0.5,0,False,0,68.95697976694667,10.499892882987615,0,0,1,0,0,REPROVADO
440,2015,1,0,0.5,0,False,0,70.73343627536194,8.865784029595186,0,0,0,1,0,REPROVADO
440,2015,1,0,0.5,0,False,0,64.44606676826953,4.635873013252169,0,0,0,0,1,REPROVADO
441,2015,1,0,0.5,0,False,0,72.80931992415687,14.329988708449491,1,0,0,0,0,APROVADO
441,2015,1,0,0.5,0,False,0,40.207075718891694,20.97951869461151,0,1,0,0,0,APROVADO
441,2015,1,0,0.5,0,False,0,68.95697976694667,10.499892882987615,0,0,1,0,0,APROVADO
441,2015,1,0,0.5,0,False,0,70.73343627536194,8.865784029595186,0,0,0,1,0,APROVADO
441,2015,1,0,0.5,0,False,0,64.44606676826953,4.635873013252169,0,0,0,0,1,APROVADO
442,2015,1,0,0.5,0,False,0,72.80931992415687,14.329988708449491,1,0,0,0,0,REPROVADO
442,2015,1,0,0.5,0,False,0,40.207075718891694,20.97951869461151,0,1,0,0,0,REPROVADO
442,2015,1,0,0.5,0,False,0,68.95697976694667,10.499892882987615,0,0,1,0,0,REPROVADO
442,2015,1,0,0.5,0,False,0,70.73343627536194,8.865784029595186,0,0,0,1,0,REPROVADO
442,2015,1,0,0.5,0,False,0,64.44606676826953,4.635873013252169,0,0,0,0,1,REPROVADO
443,2015,1,0,0.5,0,False,0,72.80931992415687,14.329988708449491,1,0,0,0,0,APROVADO
443,2015,1,0,0.5,0,False,0,40.207075718891694,20.97951869461151,0,1,0,0,0,APROVADO
443,2015,1,0,0.5,0,False,0,68.95697976694667,10.499892882987615,0,0,1,0,0,APROVADO
443,2015,1,0,0.5,0,False,0,70.73343627536194,8.865784029595186,0,0,0,1,0,APROVADO
443,2015,1,0,0.5,0,False,0,64.44606676826953,4.635873013252169,0,0,0,0,1,APROVADO
444,2015,1,0,0.5,0,False,0,72.80931992415687,14.329988708449491,1,0,0,0,0,REPROVADO
444,2017,1,0,0.5,0,False,0,59.278436024395525,5.0038088995814265,1,0,0,0,0,REPROVADO
444,2015,1,0,0.5,0,False,0,40.207075718891694,20.97951869461151,0,1,0,0,0,REPROVADO
444,2015,2,0,0.5,0,False,0,50.2693036540807,8.522638767596202,0,1,0,0,0,APROVADO
444,2015,1,0,0.5,0,False,0,68.95697976694667,10.499892882987615,0,0,1,0,0,APROVADO
444,2015,1,5,0.2,4,True,1,23.085555687437814,6.027782340466549,0,0,0,1,0,REPROVADO
444,2016,2,5,0.2,4,True,1,18.335733274100132,22.287296296805682,0,0,0,1,0,REPROVADO
444,2017,1,7,0.2857142857142857,5,True,1,27.01501587301587,5.1773333333333325,0,0,0,1,0,REPROVADO
444,2015,1,8,0.25,6,True,1,29.493471957769263,6.608365800865801,0,0,0,0,1,REPROVADO
444,2015,2,8,0.25,6,True,2,19.63975186293175,17.43041269841269,0,0,0,0,1,REPROVADO
445,2015,1,0,0.5,0,False,0,72.80931992415687,14.329988708449491,1,0,0,0,0,APROVADO
445,2015,1,0,0.5,0,False,0,40.207075718891694,20.97951869461151,0,1,0,0,0,APROVADO
445,2015,1,0,0.5,0,False,0,68.95697976694667,10.499892882987615,0,0,1,0,0,APROVADO
445,2015,1,0,0.5,0,False,0,70.73343627536194,8.865784029595186,0,0,0,1,0,APROVADO
445,2015,1,0,0.5,0,False,0,64.44606676826953,4.635873013252169,0,0,0,0,1,APROVADO
446,2015,1,0,0.5,0,False,0,72.80931992415687,14.329988708449491,1,0,0,0,0,REPROVADO
446,2015,2,0,0.5,0,False,0,55.90648725433698,16.427842099289904,1,0,0,0,0,APROVADO
446,2015,1,0,0.5,0,False,0,40.207075718891694,20.97951869461151,0,1,0,0,0,REPROVADO
446,2016,1,0,0.5,0,False,0,36.96464602392806,17.302034410229172,0,1,0,0,0,REPROVADO
446,2015,1,0,0.5,0,False,0,68.95697976694667,10.499892882987615,0,0,1,0,0,REPROVADO
446,2016,1,5,0.0,5,True,1,8.128283068783071,22.24630158730159,0,0,1,0,0,REPROVADO
446,2015,1,6,0.16666666666666666,5,True,1,5.918654428904429,39.45068376068376,0,0,0,1,0,REPROVADO
446,2015,1,6,0.16666666666666666,5,True,1,8.612157428828482,37.24939682539682,0,0,0,0,1,REPROVADO
447,2015,1,0,0.5,0,False,0,72.80931992415687,14.329988708449491,1,0,0,0,0,APROVADO
447,2015,1,0,0.5,0,False,0,40.207075718891694,20.97951869461151,0,1,0,0,0,REPROVADO
447,2016,1,0,0.5,0,False,0,36.96464602392806,17.302034410229172,0,1,0,0,0,REPROVADO
447,2015,1,0,0.5,0,False,0,68.95697976694667,10.499892882987615,0,0,1,0,0,APROVADO
447,2015,1,5,0.4,3,True,1,26.041505004372695,14.106118875069585,0,0,0,1,0,REPROVADO
447,2015,1,6,0.3333333333333333,4,True,2,17.47041061007133,23.195025335775338,0,0,0,0,1,REPROVADO
447,2017,2,6,0.3333333333333333,4,True,1,19.534985449735455,8.26608547008547,0,0,0,0,1,REPROVADO
448,2015,1,0,0.5,0,False,0,40.207075718891694,20.97951869461151,0,1,0,0,0,REPROVADO
448,2016,1,0,0.5,0,False,0,36.96464602392806,17.302034410229172,0,1,0,0,0,APROVADO
448,2015,1,2,0.5,1,True,1,71.45062779550865,10.573954691101905,0,0,0,1,0,APROVADO
449,2015,1,0,0.5,0,False,0,68.95697976694667,10.499892882987615,0,0,1,0,0,APROVADO
450,2015,1,0,0.5,0,False,0,72.80931992415687,14.329988708449491,1,0,0,0,0,APROVADO
450,2015,1,0,0.5,0,False,0,68.95697976694667,10.499892882987615,0,0,1,0,0,APROVADO
450,2015,1,0,0.5,0,False,0,70.73343627536194,8.865784029595186,0,0,0,1,0,APROVADO
450,2015,1,0,0.5,0,False,0,64.44606676826953,4.635873013252169,0,0,0,0,1,APROVADO
451,2015,1,0,0.5,0,False,0,72.80931992415687,14.329988708449491,1,0,0,0,0,APROVADO
451,2015,1,0,0.5,0,False,0,40.207075718891694,20.97951869461151,0,1,0,0,0,REPROVADO
451,2016,1,0,0.5,0,False,0,36.96464602392806,17.302034410229172,0,1,0,0,0,APROVADO
451,2015,1,0,0.5,0,False,0,68.95697976694667,10.499892882987615,0,0,1,0,0,APROVADO
451,2015,1,0,0.5,0,False,0,70.73343627536194,8.865784029595186,0,0,0,1,0,REPROVADO
451,2016,1,5,0.4,3,True,1,53.42421797397003,10.770671151300489,0,0,0,1,0,APROVADO
451,2015,1,5,0.4,3,True,1,33.03182877770968,6.614426408014646,0,0,0,0,1,REPROVADO
451,2017,1,7,0.5714285714285714,3,True,1,8.37796162280702,7.01795621847511,0,0,0,0,1,REPROVADO
451,2017,2,8,0.5,4,True,2,26.79,5.467761904761905,0,0,0,0,1,REPROVADO
452,2015,1,0,0.5,0,False,0,72.80931992415687,14.329988708449491,1,0,0,0,0,APROVADO
452,2015,1,0,0.5,0,False,0,40.207075718891694,20.97951869461151,0,1,0,0,0,REPROVADO
452,2016,1,0,0.5,0,False,0,36.96464602392806,17.302034410229172,0,1,0,0,0,REPROVADO
452,2015,1,0,0.5,0,False,0,68.95697976694667,10.499892882987615,0,0,1,0,0,REPROVADO
452,2015,2,0,0.5,0,False,0,74.0350003661868,0.47210541383006716,0,0,1,0,0,REPROVADO
452,2016,1,5,0.4,3,True,1,39.89758395989975,21.659267922374244,0,0,1,0,0,REPROVADO
452,2015,1,6,0.3333333333333333,4,True,1,31.339585484577814,11.832310254060966,0,0,0,1,0,APROVADO
452,2015,1,6,0.3333333333333333,4,True,2,17.47041061007133,23.195025335775338,0,0,0,0,1,REPROVADO
453,2015,1,0,0.5,0,False,0,72.80931992415687,14.329988708449491,1,0,0,0,0,APROVADO
453,2015,1,0,0.5,0,False,0,40.207075718891694,20.97951869461151,0,1,0,0,0,APROVADO
453,2015,1,0,0.5,0,False,0,68.95697976694667,10.499892882987615,0,0,1,0,0,APROVADO
453,2015,1,0,0.5,0,False,0,70.73343627536194,8.865784029595186,0,0,0,1,0,APROVADO
453,2015,1,0,0.5,0,False,0,64.44606676826953,4.635873013252169,0,0,0,0,1,APROVADO
454,2015,1,0,0.5,0,False,0,72.80931992415687,14.329988708449491,1,0,0,0,0,APROVADO
454,2015,1,0,0.5,0,False,0,40.207075718891694,20.97951869461151,0,1,0,0,0,APROVADO
454,2015,1,0,0.5,0,False,0,68.95697976694667,10.499892882987615,0,0,1,0,0,APROVADO
454,2015,1,0,0.5,0,False,0,70.73343627536194,8.865784029595186,0,0,0,1,0,APROVADO
454,2015,1,0,0.5,0,False,0,64.44606676826953,4.635873013252169,0,0,0,0,1,APROVADO
455,2015,1,0,0.5,0,False,0,72.80931992415687,14.329988708449491,1,0,0,0,0,APROVADO
455,2015,1,0,0.5,0,False,0,40.207075718891694,20.97951869461151,0,1,0,0,0,APROVADO
455,2015,1,0,0.5,0,False,0,68.95697976694667,10.499892882987615,0,0,1,0,0,APROVADO
455,2015,1,0,0.5,0,False,0,70.73343627536194,8.865784029595186,0,0,0,1,0,APROVADO
455,2015,1,0,0.5,0,False,0,64.44606676826953,4.635873013252169,0,0,0,0,1,APROVADO
456,2015,1,0,0.5,0,False,0,72.80931992415687,14.329988708449491,1,0,0,0,0,APROVADO
456,2015,1,0,0.5,0,False,0,40.207075718891694,20.97951869461151,0,1,0,0,0,REPROVADO
