MATR_ALUNO,ANO,PERIODO,n_disciplinas_anteriores,taxa_aprovacao_historica,n_reprovacoes_historico,disciplina_ja_cursada,n_vezes_disciplina,MEDIA_FINAL_PRED,NUM_FALTAS_PRED,disc_1,disc_2,disc_3,disc_4,disc_5,TARGET
161,2013,1,0,0.5,0,False,0,36.322895370727025,21.20370569961324,0,0,0,1,0,APROVADO
161,2013,1,0,0.5,0,False,0,60.37452032128607,19.011270365930955,0,0,0,0,1,APROVADO
162,2013,1,0,0.5,0,False,0,73.83869256791992,10.427194349869195,1,0,0,0,0,APROVADO
162,2013,1,0,0.5,0,False,0,36.25337273310327,13.990017880138263,0,1,0,0,0,REPROVADO
162,2013,2,0,0.5,0,False,0,34.28442127800324,18.467629189871733,0,1,0,0,0,APROVADO
162,2013,1,0,0.5,0,False,0,64.50490932443996,13.622434271092244,0,0,1,0,0,APROVADO
162,2013,1,0,0.5,0,False,0,36.322895370727025,21.20370569961324,0,0,0,1,0,REPROVADO
162,2013,1,5,0.4,3,True,1,33.178398439888745,10.731124098124099,0,0,0,0,1,REPROVADO
163,2013,1,0,0.5,0,False,0,73.83869256791992,10.427194349869195,1,0,0,0,0,APROVADO
163,2013,1,0,0.5,0,False,0,36.25337273310327,13.990017880138263,0,1,0,0,0,REPROVADO
163,2013,2,0,0.5,0,False,0,34.28442127800324,18.467629189871733,0,1,0,0,0,REPROVADO
163,2014,1,0,0.5,0,False,0,39.30623260578766,18.298487000439444,0,1,0,0,0,REPROVADO
163,2014,2,0,0.5,0,False,0,30.718463609539413,14.440947582967189,0,1,0,0,0,REPROVADO
163,2013,1,5,0.6,2,True,1,66.01659432029902,9.151224867724869,0,0,1,0,0,APROVADO
163,2013,1,6,0.5,3,True,2,39.75370310921086,18.16493296590598,0,0,0,1,0,REPROVADO
163,2014,2,7,0.42857142857142855,4,True,3,38.684704547000976,15.946572964072965,0,0,0,1,0,REPROVADO
163,2013,1,7,0.42857142857142855,4,True,1,30.650804416717133,5.158301587301588,0,0,0,0,1,APROVADO
164,2013,1,0,0.5,0,False,0,73.83869256791992,10.427194349869195,1,0,0,0,0,APROVADO
164,2013,1,0,0.5,0,False,0,36.25337273310327,13.990017880138263,0,1,0,0,0,APROVADO
164,2013,1,0,0.5,0,False,0,64.50490932443996,13.622434271092244,0,0,1,0,0,APROVADO
164,2013,1,0,0.5,0,False,0,36.322895370727025,21.20370569961324,0,0,0,1,0,APROVADO
164,2013,1,0,0.5,0,False,0,60.37452032128607,19.011270365930955,0,0,0,0,1,APROVADO
165,2013,1,0,0.5,0,False,0,73.83869256791992,10.427194349869195,1,0,0,0,0,APROVADO
165,2013,1,0,0.5,0,False,0,36.25337273310327,13.990017880138263,0,1,0,0,0,REPROVADO
165,2013,2,0,0.5,0,False,0,34.28442127800324,18.467629189871733,0,1,0,0,0,APROVADO
165,2013,1,0,0.5,0,False,0,64.50490932443996,13.622434271092244,0,0,1,0,0,APROVADO
165,2013,1,0,0.5,0,False,0,36.322895370727025,21.20370569961324,0,0,0,1,0,REPROVADO
165,2017,2,5,0.6,2,True,1,27.838371535871545,19.503205507455505,0,0,0,1,0,APROVADO
165,2013,1,6,0.6666666666666666,2,True,1,61.155607142857164,2.916761904761905,0,0,0,0,1,APROVADO
166,2013,1,0,0.5,0,False,0,73.83869256791992,10.427194349869195,1,0,0,0,0,APROVADO
166,2013,1,0,0.5,0,False,0,36.25337273310327,13.990017880138263,0,1,0,0,0,REPROVADO
166,2014,1,0,0.5,0,False,0,39.30623260578766,18.298487000439444,0,1,0,0,0,REPROVADO
166,2014,2,0,0.5,0,False,0,30.718463609539413,14.440947582967189,0,1,0,0,0,REPROVADO
166,2013,1,5,0.2,4,True,1,44.448375661375664,20.519009379509384,0,0,1,0,0,REPROVADO
166,2013,2,5,0.2,4,True,1,64.77065079365079,8.77610990860991,0,0,1,0,0,REPROVADO
166,2014,2,7,0.14285714285714285,6,True,1,37.31238888888889,21.588780423280426,0,0,1,0,0,REPROVADO
166,2013,1,8,0.125,7,True,2,5.759333333333333,28.035333333333334,0,0,0,1,0,REPROVADO
166,2013,1,8,0.125,7,True,2,26.65011111111111,21.315317460317463,0,0,0,0,1,REPROVADO
166,2013,2,11,0.18181818181818182,9,True,3,36.20377777777778,9.871111111111112,0,0,0,0,1,REPROVADO
166,2014,2,11,0.18181818181818182,9,True,3,58.688817460317466,10.647616402116402,0,0,0,0,1,APROVADO
167,2013,1,0,0.5,0,False,0,73.83869256791992,10.427194349869195,1,0,0,0,0,APROVADO
167,2013,1,0,0.5,0,False,0,36.25337273310327,13.990017880138263,0,1,0,0,0,REPROVADO
167,2013,2,0,0.5,0,False,0,34.28442127800324,18.467629189871733,0,1,0,0,0,REPROVADO
167,2015,1,0,0.5,0,False,0,40.207075718891694,20.97951869461151,0,1,0,0,0,REPROVADO
167,2016,1,0,0.5,0,False,0,36.96464602392806,17.302034410229172,0,1,0,0,0,REPROVADO
167,2016,2,5,0.2,4,True,1,2.1475382518715858,25.83333237133238,0,1,0,0,0,REPROVADO
167,2017,1,5,0.2,4,True,1,6.827888888888889,44.8107142857143,0,1,0,0,0,REPROVADO
167,2017,2,7,0.14285714285714285,6,True,1,5.430888888888888,56.01106535947712,0,1,0,0,0,REPROVADO
167,2013,1,8,0.125,7,True,2,60.16833333333334,23.312,0,0,1,0,0,REPROVADO
167,2014,1,9,0.1111111111111111,8,True,2,16.906666666666666,50.94444444444445,0,0,1,0,0,REPROVADO
167,2016,1,10,0.1,9,True,3,9.543333333333333,22.93733333333333,0,0,1,0,0,REPROVADO
167,2016,2,10,0.1,9,True,2,9.257222222222222,28.058333333333334,0,0,1,0,0,REPROVADO
167,2013,1,10,0.1,9,True,1,10.925,19.738253968253968,0,0,0,1,0,REPROVADO
167,2016,1,13,0.07692307692307693,12,True,4,10.880777777777778,33.526666666666664,0,0,0,1,0,REPROVADO
167,2017,1,13,0.07692307692307693,12,True,3,6.9,57.13555555555555,0,0,0,1,0,REPROVADO
167,2013,1,13,0.07692307692307693,12,True,3,28.157777777777774,33.98168253968254,0,0,0,0,1,REPROVADO
167,2013,2,16,0.0625,15,True,5,9.233333333333333,39.74333333333333,0,0,0,0,1,REPROVADO
167,2014,2,16,0.0625,15,True,2,1.423888888888889,24.090333333333334,0,0,0,0,1,REPROVADO
167,2016,2,18,0.05555555555555555,17,True,6,2.526666666666667,17.30666666666667,0,0,0,0,1,REPROVADO
167,2017,2,18,0.05555555555555555,17,True,4,1.74,19.88222222222222,0,0,0,0,1,REPROVADO
168,2013,1,0,0.5,0,False,0,73.83869256791992,10.427194349869195,1,0,0,0,0,APROVADO
168,2013,1,0,0.5,0,False,0,36.25337273310327,13.990017880138263,0,1,0,0,0,REPROVADO
168,2013,2,0,0.5,0,False,0,34.28442127800324,18.467629189871733,0,1,0,0,0,REPROVADO
168,2014,1,0,0.5,0,False,0,39.30623260578766,18.298487000439444,0,1,0,0,0,REPROVADO
168,2014,2,0,0.5,0,False,0,30.718463609539413,14.440947582967189,0,1,0,0,0,REPROVADO
168,2013,1,5,0.2,4,True,1,44.448375661375664,20.519009379509384,0,0,1,0,0,REPROVADO
168,2013,2,5,0.2,4,True,1,64.77065079365079,8.77610990860991,0,0,1,0,0,APROVADO
168,2013,1,5,0.2,4,True,1,9.545314847760082,26.967975709475716,0,0,0,1,0,REPROVADO
168,2013,2,5,0.2,4,True,1,27.916732470514003,16.00707000407001,0,0,0,1,0,REPROVADO
168,2013,1,9,0.2222222222222222,7,True,2,28.554423890923893,13.048068542568544,0,0,0,0,1,REPROVADO
168,2013,2,9,0.2222222222222222,7,True,2,16.39229293854294,19.198444444444444,0,0,0,0,1,REPROVADO
168,2014,1,11,0.2727272727272727,8,True,3,66.78075925925926,18.95311111111111,0,0,0,0,1,APROVADO
169,2013,1,0,0.5,0,False,0,73.83869256791992,10.427194349869195,1,0,0,0,0,APROVADO
169,2013,1,0,0.5,0,False,0,36.25337273310327,13.990017880138263,0,1,0,0,0,APROVADO
169,2013,1,0,0.5,0,False,0,64.50490932443996,13.622434271092244,0,0,1,0,0,APROVADO
169,2013,1,0,0.5,0,False,0,36.322895370727025,21.20370569961324,0,0,0,1,0,APROVADO
169,2013,1,0,0.5,0,False,0,60.37452032128607,19.011270365930955,0,0,0,0,1,APROVADO
170,2013,1,0,0.5,0,False,0,73.83869256791992,10.427194349869195,1,0,0,0,0,APROVADO
170,2013,1,0,0.5,0,False,0,36.25337273310327,13.990017880138263,0,1,0,0,0,APROVADO
170,2013,1,0,0.5,0,False,0,64.50490932443996,13.622434271092244,0,0,1,0,0,APROVADO
170,2013,1,0,0.5,0,False,0,36.322895370727025,21.20370569961324,0,0,0,1,0,APROVADO
170,2013,1,0,0.5,0,False,0,60.37452032128607,19.011270365930955,0,0,0,0,1,APROVADO
171,2013,1,0,0.5,0,False,0,73.83869256791992,10.427194349869195,1,0,0,0,0,APROVADO
171,2013,1,0,0.5,0,False,0,36.25337273310327,13.990017880138263,0,1,0,0,0,REPROVADO
171,2013,2,0,0.5,0,False,0,34.28442127800324,18.467629189871733,0,1,0,0,0,REPROVADO
171,2016,2,0,0.5,0,False,0,40.3106006321558,9.758643094521108,0,1,0,0,0,APROVADO
171,2013,1,0,0.5,0,False,0,64.50490932443996,13.622434271092244,0,0,1,0,0,APROVADO
171,2013,1,5,0.4,3,True,1,25.765776992804923,22.27900584600584,0,0,0,1,0,REPROVADO
171,2014,2,5,0.4,3,True,1,45.120823019150336,14.212840528660742,0,0,0,1,0,APROVADO
171,2013,1,7,0.42857142857142855,4,True,1,30.650804416717133,5.158301587301588,0,0,0,0,1,REPROVADO
171,2013,2,8,0.5,4,True,2,81.16049999999996,14.064333333333325,0,0,0,0,1,APROVADO
172,2013,1,0,0.5,0,False,0,73.83869256791992,10.427194349869195,1,0,0,0,0,APROVADO
172,2013,1,0,0.5,0,False,0,36.25337273310327,13.990017880138263,0,1,0,0,0,APROVADO
172,2013,1,0,0.5,0,False,0,64.50490932443996,13.622434271092244,0,0,1,0,0,APROVADO
172,2013,1,0,0.5,0,False,0,36.322895370727025,21.20370569961324,0,0,0,1,0,APROVADO
172,2013,1,0,0.5,0,False,0,60.37452032128607,19.011270365930955,0,0,0,0,1,APROVADO
173,2013,1,0,0.5,0,False,0,73.83869256791992,10.427194349869195,1,0,0,0,0,APROVADO
173,2013,1,0,0.5,0,False,0,36.25337273310327,13.990017880138263,0,1,0,0,0,REPROVADO
173,2013,2,0,0.5,0,False,0,34.28442127800324,18.467629189871733,0,1,0,0,0,APROVADO
173,2013,1,0,0.5,0,False,0,64.50490932443996,13.622434271092244,0,0,1,0,0,APROVADO
173,2013,1,0,0.5,0,False,0,36.322895370727025,21.20370569961324,0,0,0,1,0,REPROVADO
173,2014,2,5,0.6,2,True,1,71.23234129507658,5.942524882024881,0,0,0,1,0,APROVADO
173,2013,1,6,0.6666666666666666,2,True,1,61.155607142857164,2.916761904761905,0,0,0,0,1,APROVADO
174,2013,1,0,0.5,0,False,0,73.83869256791992,10.427194349869195,1,0,0,0,0,APROVADO
174,2013,1,0,0.5,0,False,0,36.25337273310327,13.990017880138263,0,1,0,0,0,REPROVADO
174,2014,1,0,0.5,0,False,0,39.30623260578766,18.298487000439444,0,1,0,0,0,REPROVADO
174,2013,1,0,0.5,0,False,0,64.50490932443996,13.622434271092244,0,0,1,0,0,APROVADO
174,2013,1,0,0.5,0,False,0,36.322895370727025,21.20370569961324,0,0,0,1,0,REPROVADO
174,2013,1,5,0.4,3,True,1,33.178398439888745,10.731124098124099,0,0,0,0,1,REPROVADO
174,2014,1,5,0.4,3,True,1,26.026576848642083,18.8231287584964,0,0,0,0,1,REPROVADO
175,2013,1,0,0.5,0,False,0,73.83869256791992,10.427194349869195,1,0,0,0,0,APROVADO
175,2013,1,0,0.5,0,False,0,36.25337273310327,13.990017880138263,0,1,0,0,0,REPROVADO
175,2013,2,0,0.5,0,False,0,34.28442127800324,18.467629189871733,0,1,0,0,0,APROVADO
175,2013,1,0,0.5,0,False,0,64.50490932443996,13.622434271092244,0,0,1,0,0,APROVADO
175,2013,1,0,0.5,0,False,0,36.322895370727025,21.20370569961324,0,0,0,1,0,REPROVADO
175,2014,2,5,0.6,2,True,1,71.23234129507658,5.942524882024881,0,0,0,1,0,APROVADO
175,2013,1,6,0.6666666666666666,2,True,1,61.155607142857164,2.916761904761905,0,0,0,0,1,APROVADO
176,2014,2,0,0.5,0,False,0,62.715878293866396,9.494377064801938,0,0,1,0,0,APROVADO
177,2013,1,0,0.5,0,False,0,73.83869256791992,10.427194349869195,1,0,0,0,0,REPROVADO
177,2013,1,0,0.5,0,False,0,36.25337273310327,13.990017880138263,0,1,0,0,0,REPROVADO
177,2013,1,0,0.5,0,False,0,64.50490932443996,13.622434271092244,0,0,1,0,0,REPROVADO
177,2013,1,0,0.5,0,False,0,36.322895370727025,21.20370569961324,0,0,0,1,0,REPROVADO
177,2013,1,0,0.5,0,False,0,60.37452032128607,19.011270365930955,0,0,0,0,1,REPROVADO
178,2013,1,0,0.5,0,False,0,73.83869256791992,10.427194349869195,1,0,0,0,0,APROVADO
178,2013,1,0,0.5,0,False,0,36.25337273310327,13.990017880138263,0,1,0,0,0,REPROVADO
178,2013,2,0,0.5,0,False,0,34.28442127800324,18.467629189871733,0,1,0,0,0,APROVADO
178,2013,1,0,0.5,0,False,0,64.50490932443996,13.622434271092244,0,0,1,0,0,APROVADO
178,2013,1,0,0.5,0,False,0,36.322895370727025,21.20370569961324,0,0,0,1,0,REPROVADO
178,2013,1,5,0.6,2,True,1,58.468172198172205,3.264902116402116,0,0,0,0,1,APROVADO
179,2013,1,0,0.5,0,False,0,73.83869256791992,10.427194349869195,1,0,0,0,0,APROVADO
179,2013,1,0,0.5,0,False,0,36.25337273310327,13.990017880138263,0,1,0,0,0,REPROVADO
179,2013,2,0,0.5,0,False,0,34.28442127800324,18.467629189871733,0,1,0,0,0,APROVADO
179,2013,1,0,0.5,0,False,0,64.50490932443996,13.622434271092244,0,0,1,0,0,APROVADO
179,2013,1,0,0.5,0,False,0,36.322895370727025,21.20370569961324,0,0,0,1,0,APROVADO
179,2013,1,5,0.8,1,True,1,63.99459309209309,2.8207671685040094,0,0,0,0,1,APROVADO
181,2014,1,0,0.5,0,False,0,70.968873139567,10.366999653168786,1,0,0,0,0,APROVADO
181,2014,1,4,0.5,0,False,0,73.23859852262603,12.173022795405483,0,0,0,0,1,APROVADO
182,2013,1,0,0.5,0,False,0,73.83869256791992,10.427194349869195,1,0,0,0,0,APROVADO
182,2013,1,0,0.5,0,False,0,36.25337273310327,13.990017880138263,0,1,0,0,0,REPROVADO
182,2013,2,0,0.5,0,False,0,34.28442127800324,18.467629189871733,0,1,0,0,0,APROVADO
182,2013,1,0,0.5,0,False,0,64.50490932443996,13.622434271092244,0,0,1,0,0,REPROVADO
182,2014,2,0,0.5,0,False,0,62.715878293866396,9.494377064801938,0,0,1,0,0,APROVADO
182,2013,1,5,0.2,4,True,1,9.545314847760082,26.967975709475716,0,0,0,1,0,REPROVADO
182,2013,1,5,0.2,4,True,1,30.743982299255755,7.008045454545454,0,0,0,0,1,REPROVADO
182,2013,2,7,0.2857142857142857,5,True,1,14.309604996218223,14.623444444444447,0,0,0,0,1,REPROVADO
182,2014,2,7,0.2857142857142857,5,True,2,20.433267310447206,8.58743956043956,0,0,0,0,1,APROVADO
183,2013,1,1,1.0,0,False,0,78.73779461888014,9.72361117573405,0,0,0,0,1,APROVADO
184,2015,1,0,0.5,0,False,0,72.80931992415687,14.329988708449491,1,0,0,0,0,APROVADO
184,2013,1,1,0.0,1,True,1,21.02308636189518,29.239479293610874,0,1,0,0,0,REPROVADO
184,2013,2,1,0.0,1,False,0,22.27474798072011,25.146495965821813,0,1,0,0,0,REPROVADO
184,2013,2,3,0.0,3,True,1,8.151565897065899,50.08806349206348,0,0,0,0,1,REPROVADO
185,2016,1,0,0.5,0,False,0,52.91036917446543,10.668089724755982,1,0,0,0,0,REPROVADO
185,2017,2,1,1.0,0,False,0,70.81105390647139,8.280720373077264,1,0,0,0,0,APROVADO
185,2013,1,1,1.0,0,False,0,70.19290431199224,8.910388734337442,0,1,0,0,0,APROVADO
185,2016,1,3,0.3333333333333333,0,False,0,72.07982844932845,11.907436431048382,0,0,0,1,0,APROVADO
186,2013,1,1,1.0,0,False,0,78.73779461888014,9.72361117573405,0,0,0,0,1,APROVADO
187,2013,1,0,0.5,0,False,0,36.322895370727025,21.20370569961324,0,0,0,1,0,APROVADO
187,2016,2,3,0.3333333333333333,0,False,0,68.50194444444445,7.525619214005872,0,0,0,0,1,REPROVADO
188,2013,1,0,0.5,0,False,0,73.83869256791992,10.427194349869195,1,0,0,0,0,REPROVADO
188,2013,2,0,0.5,0,False,0,64.27774497267146,23.435133860524004,1,0,0,0,0,REPROVADO
188,2014,1,0,0.5,0,False,0,70.968873139567,10.366999653168786,1,0,0,0,0,REPROVADO
188,2015,1,0,0.5,0,False,0,72.80931992415687,14.329988708449491,1,0,0,0,0,REPROVADO
188,2015,2,4,0.0,2,True,1,20.299319444444443,43.36353102453102,1,0,0,0,0,REPROVADO
188,2013,1,6,0.0,4,False,0,6.649134920634921,38.61833333333333,0,0,0,1,0,REPROVADO
188,2014,2,8,0.0,6,True,3,2.4069604377104374,34.24098412698413,0,0,0,1,0,REPROVADO
188,2014,2,9,0.0,7,True,4,2.5999301346801347,14.962000000000002,0,0,0,0,1,REPROVADO
189,2013,1,0,0.5,0,False,0,36.25337273310327,13.990017880138263,0,1,0,0,0,REPROVADO
189,2013,1,0,0.5,0,False,0,60.37452032128607,19.011270365930955,0,0,0,0,1,REPROVADO
189,2013,2,2,0.0,2,True,1,8.392488705738705,48.056642246642255,0,0,0,0,1,REPROVADO
190,2013,2,0,0.5,0,False,0,64.27774497267146,23.435133860524004,1,0,0,0,0,APROVADO
190,2013,2,0,0.5,0,False,0,34.28442127800324,18.467629189871733,0,1,0,0,0,APROVADO
190,2013,2,0,0.5,0,False,0,57.32271435419491,16.822355213153333,0,0,1,0,0,APROVADO
190,2013,2,0,0.5,0,False,0,25.176179650645857,23.932593247748535,0,0,0,1,0,APROVADO
190,2013,2,0,0.5,0,False,0,22.59047550448338,20.876936250613195,0,0,0,0,1,REPROVADO
190,2014,2,5,0.8,1,True,1,80.67658393458389,2.340021164021164,0,0,0,0,1,APROVADO
191,2013,2,0,0.5,0,False,0,64.27774497267146,23.435133860524004,1,0,0,0,0,APROVADO
191,2013,2,0,0.5,0,False,0,34.28442127800324,18.467629189871733,0,1,0,0,0,REPROVADO
191,2013,2,0,0.5,0,False,0,57.32271435419491,16.822355213153333,0,0,1,0,0,REPROVADO
191,2013,2,0,0.5,0,False,0,25.176179650645857,23.932593247748535,0,0,0,1,0,REPROVADO
191,2013,2,0,0.5,0,False,0,22.59047550448338,20.876936250613195,0,0,0,0,1,REPROVADO
192,2013,2,0,0.5,0,False,0,64.27774497267146,23.435133860524004,1,0,0,0,0,APROVADO
192,2013,2,0,0.5,0,False,0,34.28442127800324,18.467629189871733,0,1,0,0,0,REPROVADO
192,2014,1,0,0.5,0,False,0,39.30623260578766,18.298487000439444,0,1,0,0,0,APROVADO
192,2013,2,0,0.5,0,False,0,57.32271435419491,16.822355213153333,0,0,1,0,0,APROVADO
192,2013,2,0,0.5,0,False,0,25.176179650645857,23.932593247748535,0,0,0,1,0,REPROVADO
192,2015,2,5,0.4,3,True,1,30.16915094046212,6.805122037603098,0,0,0,1,0,REPROVADO
192,2016,1,5,0.4,3,True,1,53.42421797397003,10.770671151300489,0,0,0,1,0,APROVADO
192,2013,2,7,0.5714285714285714,3,True,1,19.220027777777776,4.232705723905726,0,0,0,0,1,REPROVADO
192,2014,1,8,0.5,4,True,2,71.13133730158728,12.555138888888889,0,0,0,0,1,APROVADO
193,2013,2,0,0.5,0,False,0,64.27774497267146,23.435133860524004,1,0,0,0,0,REPROVADO
193,2014,1,0,0.5,0,False,0,70.968873139567,10.366999653168786,1,0,0,0,0,APROVADO
193,2013,2,0,0.5,0,False,0,34.28442127800324,18.467629189871733,0,1,0,0,0,REPROVADO
193,2014,2,0,0.5,0,False,0,30.718463609539413,14.440947582967189,0,1,0,0,0,REPROVADO
193,2016,2,0,0.5,0,False,0,40.3106006321558,9.758643094521108,0,1,0,0,0,REPROVADO
193,2013,2,5,0.0,5,True,1,9.691228835978835,41.0968253968254,0,0,1,0,0,REPROVADO
193,2014,1,5,0.0,5,True,1,14.749285714285712,24.889460317460316,0,0,1,0,0,REPROVADO
193,2014,2,5,0.0,5,True,1,9.072152477152475,27.519191290191284,0,0,1,0,0,REPROVADO
193,2015,1,8,0.125,7,True,1,17.628333333333334,34.51509523809524,0,0,1,0,0,REPROVADO
193,2013,2,8,0.125,7,True,2,2.5353809523809523,27.02883333333333,0,0,0,1,0,REPROVADO
193,2013,2,8,0.125,7,True,2,4.830464285714286,27.333333333333332,0,0,0,0,1,REPROVADO
193,2014,1,11,0.09090909090909091,10,True,3,12.803331807081808,38.901111111111106,0,0,0,0,1,REPROVADO
193,2014,2,12,0.08333333333333333,11,True,2,10.041145299145299,12.291444444444444,0,0,0,0,1,REPROVADO
194,2013,2,0,0.5,0,False,0,64.27774497267146,23.435133860524004,1,0,0,0,0,REPROVADO
194,2013,2,0,0.5,0,False,0,34.28442127800324,18.467629189871733,0,1,0,0,0,REPROVADO
194,2014,1,0,0.5,0,False,0,39.30623260578766,18.298487000439444,0,1,0,0,0,APROVADO
194,2013,2,0,0.5,0,False,0,57.32271435419491,16.822355213153333,0,0,1,0,0,REPROVADO
194,2013,2,0,0.5,0,False,0,25.176179650645857,23.932593247748535,0,0,0,1,0,REPROVADO
194,2013,2,5,0.0,5,True,1,8.137092217695157,52.938396825396815,0,0,0,0,1,REPROVADO
194,2014,1,5,0.0,5,True,1,33.558502997002996,25.6533783068783,0,0,0,0,1,APROVADO
195,2013,2,0,0.5,0,False,0,64.27774497267146,23.435133860524004,1,0,0,0,0,APROVADO
195,2013,2,0,0.5,0,False,0,34.28442127800324,18.467629189871733,0,1,0,0,0,APROVADO
195,2013,2,0,0.5,0,False,0,57.32271435419491,16.822355213153333,0,0,1,0,0,APROVADO
195,2013,2,0,0.5,0,False,0,25.176179650645857,23.932593247748535,0,0,0,1,0,APROVADO
195,2013,2,0,0.5,0,False,0,22.59047550448338,20.876936250613195,0,0,0,0,1,APROVADO
196,2013,2,0,0.5,0,False,0,64.27774497267146,23.435133860524004,1,0,0,0,0,REPROVADO
196,2014,2,0,0.5,0,False,0,74.23214092112535,11.730728527869097,1,0,0,0,0,REPROVADO
196,2013,2,0,0.5,0,False,0,34.28442127800324,18.467629189871733,0,1,0,0,0,REPROVADO
196,2014,1,0,0.5,0,False,0,39.30623260578766,18.298487000439444,0,1,0,0,0,REPROVADO
196,2016,1,0,0.5,0,False,0,36.96464602392806,17.302034410229172,0,1,0,0,0,REPROVADO
196,2013,2,5,0.2,4,True,1,64.77065079365079,8.77610990860991,0,0,1,0,0,APROVADO
196,2013,2,5,0.2,4,True,1,27.916732470514003,16.00707000407001,0,0,0,1,0,REPROVADO
196,2016,1,7,0.14285714285714285,6,True,1,7.011587301587303,33.552507936507936,0,0,0,1,0,REPROVADO
196,2013,2,7,0.14285714285714285,6,True,2,2.7916752136752137,12.816587301587301,0,0,0,0,1,REPROVADO
196,2014,1,9,0.1111111111111111,8,True,2,12.603620370370368,47.777857142857144,0,0,0,0,1,REPROVADO
196,2014,2,9,0.1111111111111111,8,True,1,2.5393915343915343,21.153055555555554,0,0,0,0,1,REPROVADO
198,2013,2,0,0.5,0,False,0,64.27774497267146,23.435133860524004,1,0,0,0,0,APROVADO
198,2013,2,0,0.5,0,False,0,34.28442127800324,18.467629189871733,0,1,0,0,0,REPROVADO
198,2013,2,0,0.5,0,False,0,57.32271435419491,16.822355213153333,0,0,1,0,0,APROVADO
198,2013,2,0,0.5,0,False,0,25.176179650645857,23.932593247748535,0,0,0,1,0,REPROVADO
198,2013,2,5,0.4,3,True,1,14.891111430880276,20.051846153846153,0,0,0,0,1,REPROVADO
198,2014,1,6,0.3333333333333333,4,True,1,18.09625063500721,11.47232197432197,0,0,0,0,1,REPROVADO
199,2013,2,0,0.5,0,False,0,64.27774497267146,23.435133860524004,1,0,0,0,0,REPROVADO
199,2013,2,0,0.5,0,False,0,34.28442127800324,18.467629189871733,0,1,0,0,0,REPROVADO
199,2013,2,0,0.5,0,False,0,57.32271435419491,16.822355213153333,0,0,1,0,0,REPROVADO
199,2013,2,0,0.5,0,False,0,25.176179650645857,23.932593247748535,0,0,0,1,0,REPROVADO
199,2013,2,0,0.5,0,False,0,22.59047550448338,20.876936250613195,0,0,0,0,1,REPROVADO
200,2013,2,0,0.5,0,False,0,64.27774497267146,23.435133860524004,1,0,0,0,0,APROVADO
200,2013,2,0,0.5,0,False,0,34.28442127800324,18.467629189871733,0,1,0,0,0,REPROVADO
200,2014,1,0,0.5,0,False,0,39.30623260578766,18.298487000439444,0,1,0,0,0,APROVADO
200,2013,2,0,0.5,0,False,0,57.32271435419491,16.822355213153333,0,0,1,0,0,APROVADO
200,2013,2,0,0.5,0,False,0,25.176179650645857,23.932593247748535,0,0,0,1,0,REPROVADO
200,2014,1,5,0.4,3,True,1,27.595622768463983,13.021731714472672,0,0,0,1,0,APROVADO
200,2013,2,5,0.4,3,True,1,14.891111430880276,20.051846153846153,0,0,0,0,1,REPROVADO
200,2014,1,5,0.4,3,True,1,26.026576848642083,18.8231287584964,0,0,0,0,1,APROVADO
202,2013,2,0,0.5,0,False,0,64.27774497267146,23.435133860524004,1,0,0,0,0,APROVADO
202,2013,2,0,0.5,0,False,0,34.28442127800324,18.467629189871733,0,1,0,0,0,REPROVADO
202,2014,1,0,0.5,0,False,0,39.30623260578766,18.298487000439444,0,1,0,0,0,REPROVADO
202,2014,2,0,0.5,0,False,0,30.718463609539413,14.440947582967189,0,1,0,0,0,REPROVADO
202,2013,2,0,0.5,0,False,0,57.32271435419491,16.822355213153333,0,0,1,0,0,REPROVADO
202,2014,1,5,0.2,4,True,1,53.64077513227514,8.457516798016796,0,0,1,0,0,APROVADO
202,2013,2,5,0.2,4,True,1,27.916732470514003,16.00707000407001,0,0,0,1,0,REPROVADO
202,2014,1,5,0.2,4,True,1,16.946884985056478,18.954862333875028,0,0,0,1,0,REPROVADO
202,2013,2,5,0.2,4,True,1,34.93635588205261,15.49976780626781,0,0,0,0,1,REPROVADO
202,2014,1,9,0.2222222222222222,7,True,2,11.036339585731035,26.8840873015873,0,0,0,0,1,REPROVADO
203,2013,2,0,0.5,0,False,0,64.27774497267146,23.435133860524004,1,0,0,0,0,REPROVADO
203,2013,2,0,0.5,0,False,0,34.28442127800324,18.467629189871733,0,1,0,0,0,REPROVADO
203,2013,2,0,0.5,0,False,0,57.32271435419491,16.822355213153333,0,0,1,0,0,REPROVADO
203,2013,2,0,0.5,0,False,0,25.176179650645857,23.932593247748535,0,0,0,1,0,REPROVADO
203,2013,2,0,0.5,0,False,0,22.59047550448338,20.876936250613195,0,0,0,0,1,REPROVADO
204,2013,2,0,0.5,0,False,0,25.176179650645857,23.932593247748535,0,0,0,1,0,REPROVADO
204,2016,1,0,0.5,0,False,0,59.76447384281416,6.883869117424191,0,0,0,1,0,APROVADO
204,2013,2,5,0.0,2,True,1,5.748217532467532,25.37463492063493,0,0,0,0,1,REPROVADO
204,2014,2,6,0.16666666666666666,2,True,1,46.07864945036897,13.072949494949494,0,0,0,0,1,APROVADO
205,2013,2,0,0.5,0,False,0,64.27774497267146,23.435133860524004,1,0,0,0,0,APROVADO
205,2013,2,0,0.5,0,False,0,34.28442127800324,18.467629189871733,0,1,0,0,0,APROVADO
